uid,bloco,fontes,citado_por_ambas,ref_ids,status,duplicata_de,inspire_id,autor_ref,primeiro_autor,n_autores,ano_ref,ano_inspire,data_inspire,arxiv,doi,journal,titulo,citacoes,citacoes_sem_auto,idade_anos,citacoes_por_ano,tipo_doc,raw
U0926,B48,AGOSTINI,NAO,A558,OK,,1461663,von Neumann-Cosel,"von Neumann-Cosel, P",4,1998,1998,1998,,,"Phys. Lett. B 443, 1-6",Magnetic dipole response in nuclei at the N =28 shell closure: a new look,66,47,28,2.36,article,"von Neumann-Cosel, P, A. Poves, J. Retamosa, and A. Richter (1998), “Magnetic dipole response in nuclei at the N =28 shell closure: a new look,” Phys. Lett. B 443, 1-6."
U0020,B01,GONZALEZ-GARCIA,NAO,G185,OK,,496990,M. Chizhov and S. Petcov,"Chizhov, M.",2,1999,1999,1999-03,hep-ph/9903399,10.1103/PhysRevLett.83.1096,"Phys.Rev.Lett. 83, 1096",New conditions for a total neutrino conversion in a medium,147,118,27,5.44,,"M. Chizhov and S. Petcov, Phys.Rev.Lett. 83, 1096 (1999), [hep-ph/9903399]."
U0021,B02,GONZALEZ-GARCIA,NAO,G188,OK,,495168,O. Peres and A. Y. Smirnov,O. Peres,2,1999,1999,1999-02,hep-ph/9902312,10.1016/S0370-2693(99)00487-6,"Phys.Lett.B456,204",Testing the solar neutrino conversion with atmospheric neutrinos,112,92,27,4.15,article,"O. Peres and A. Y. Smirnov, Phys.Lett. B456, 204 (1999), [hep-ph/9902312]."
U0023,B02,AGOSTINI,NAO,A693,OK,,502567,Vissani,F. Vissani,1,1999,1999,1999-06,hep-ph/9906525,10.1088/1126-6708/1999/06/022,"JHEP 06,022","Signal of neutrinoless double beta decay, neutrino spectrum and oscillation scenarios",196,178,27,7.26,article,"Vissani, F (1999), “Signal of neutrinoless double beta decay, neutrino spectrum and oscillation scenarios,” JHEP 06, 022, arXiv:hep-ph/9906525."
U0025,B02,AGOSTINI,NAO,A172,OK,,509079,Boger,J. Boger,199,2000,1999,1999-10,nucl-ex/9910016,10.1016/S0168-9002(99)01469-2,"Nucl.Instrum.Meth.A449,172",The Sudbury neutrino observatory,832,588,27,30.81,article,"Boger, J, et al. (SNO) (2000), “The Sudbury neutrino observatory,” Nucl. Instrum. Meth. A 449, 172-207, arXiv:nucl-ex/9910016."
U0669,B34,AGOSTINI,NAO,A094,OK,,514216,Arnold,"Arnold, R. et al. (NEMO)",,1999,1999,1999,,,"Nucl. Phys. A 658, 299-312",Double beta decay of Zr-96,92,68,27,3.41,article,"Arnold, R, et al. (1999), “Double beta decay of Zr-96,” Nucl. Phys. A 658, 299-312."
U0670,B34,AGOSTINI,NAO,A577,OK,,502825,Pas,"Pas, H., Hirsch, M., Klapdor-Kleingrothaus, H.V. and Kovalenko, S.G.",4,1999,1999,1999,,,"Phys. Lett. B 453, 194-198",Towards a superformula for neutrinoless double beta decay,141,100,27,5.22,article,"Pas, H, M. Hirsch, H. V. Klapdor-Kleingrothaus, and S. G. Kovalenko (1999), “Towards a superformula for neutrinoless double beta decay,” Phys. Lett. B 453, 194-198."
U0673,B34,AGOSTINI,NAO,A410,OK,,503544,Hayes,"Hayes, A.C. and Towner, I.S.",2,2000,1999,1999-07,,,"Phys. Rev. C 61, 044603",Shell model calculations of neutrino scattering from C-12,95,92,27,3.52,article,"Hayes, A C, and I. S. Towner (2000), “Shell model calculations of neutrino scattering from C-12,” Phys. Rev. C 61, 044603."
U0024,B02,GONZALEZ-GARCIA,NAO,G176,OK,,523833,A. Cervera et al.,A. Cervera,7,2000,2000,2000-02,hep-ph/0002108,10.1016/S0550-3213(00)00221-2,"Nucl.Phys.B579,17",Golden measurements at a neutrino factory,783,680,26,30.12,article,"A. Cervera et al., Nucl. Phys. B579, 17 (2000), [Erratum: Nucl. Phys.B593,731(2001)], [hep-ph/0002108]."
U0026,B02,GONZALEZ-GARCIA,NAO,G090,OK,,523654,E. Lisi,E. Lisi,3,2000,2000,2000-02-07,hep-ph/0002053,10.1103/PhysRevLett.85.1166,"Phys.Rev.Lett.85,1166",Probing possible decoherence effects in atmospheric neutrino oscillations,338,332,26,13.0,article,"E. Lisi, A. Marrone and D. Montanino, Phys. Rev. Lett. 85, 1166 (2000), [hep-ph/0002053]."
U0027,B02,AGOSTINI,NAO,A423,OK,,526105,Hirsch,M. Hirsch,5,2000,2000,2000-04,hep-ph/0004115,10.1103/PhysRevD.62.113008,"Phys.Rev.D62,113008",Neutrino masses and mixings from supersymmetry with bilinear R parity violation: A Theory for solar and atmospheric neutrino oscillations,422,279,26,16.23,article,"Hirsch, M, M.A. Diaz, W. Porod, J.C. Romao, and J.W.F. Valle (2000a), “Neutrino masses and mixings from supersymmetry with bilinear r parity violation: A theory for solar and atmospheric neutrino oscillations,” Phys.Rev.D 62, 113008, [Erratum: Phys.Rev.D 65, 119901 (2002)], arXiv:hep-ph/0004115."
U0028,B02,AGOSTINI,NAO,A424,OK,,524364,Hirsch,M. Hirsch,3,2000,2000,2000-02,hep-ph/0002264,10.1016/S0370-2693(00)00781-4,"Phys.Lett.B486,255",Bilinear R-parity violating SUSY: Neutrinoless double beta decay in the light of solar and atmospheric neutrino data,26,19,26,1.0,article,"Hirsch, M, J. C. Romao, and J. W. F. Valle (2000b), “Bilinear R-parity violating SUSY: Neutrinoless double beta decay in the light of solar and atmospheric neutrino data,” Phys. Lett. B 486, 255-262, arXiv:hep-ph/0002264."
U0032,B02,GONZALEZ-GARCIA,NAO,G234,OK,,537982,F. Vissani,F. Vissani,1,2001,2000,2000-09,hep-ph/0012018,10.1016/S0920-5632(01)01454-2,"Nucl.Phys.B Proc.Suppl.100,273",Nonoscillation searches of neutrino mass in the age of oscillations,47,44,26,1.81,article,"F. Vissani, Nucl. Phys. B Proc. Suppl. 100, 273 (2001), [hep-ph/0012018]."
U0034,B02,AGOSTINI,NAO,A468,OK,,540672,Klapdor-Kleingrothaus,H.V. Klapdor-Kleingrothaus,15,2001,2000,2000-07,hep-ph/0103062,10.1007/s100500170022,"Eur.Phys.J.A12,147",Latest results from the Heidelberg-Moscow double beta decay experiment,863,800,26,33.19,article,"Klapdor-Kleingrothaus, H V, et al. (2001b), “Latest results from the Heidelberg-Moscow double beta decay experiment,” Eur. Phys. J. A 12, 147-154, arXiv:hep-ph/0103062."
U0037,B02,AGOSTINI,NAO,A578,OK,,531879,Pas,H. Pas,4,2001,2000,2000-08,hep-ph/0008182,10.1016/S0370-2693(00)01359-9,"Phys.Lett.B498,35",A Superformula for neutrinoless double beta decay. 2. The Short range part,148,123,26,5.69,article,"Pas, H, M. Hirsch, H. V. Klapdor-Kleingrothaus, and S. G. Kovalenko (2001), “A Superformula for neutrinoless double beta decay. 2. The Short range part,” Phys. Lett. B 498, 35-39."
U0672,B34,AGOSTINI,NAO,A373,OK,,531254,Gonzalez,"Gonzalez, D. et al. (IGEX)",,2000,2000,2000,,,"Nucl. Phys. B Proc. Suppl. 87, 278-280",Current IGEX results for neutrinoless double-beta decay of Ge-76,32,14,26,1.23,proceedings,"Gonzalez, D, et al. (2000), “Current IGEX results for neutrinoless double-beta decay of Ge-76,” Nucl. Phys. B Proc. Suppl. 87, 278-280."
U0674,B34,AGOSTINI,NAO,A700,OK,,523379,Volpe,"Volpe, C., Auerbach, N., Colo, G., Suzuki, T. and Van Giai, N.",5,2000,2000,2000-01,,,"Phys. Rev. C 62, 015501",Microscopic theories of neutrino C-12 reactions,140,115,26,5.38,article,"Volpe, C, N. Auerbach, G. Colo, T. Suzuki, and N. Van Giai (2000), “Microscopic theories of neutrino C-12 reactions,” Phys. Rev. C 62, 015501."
U0676,B34,AGOSTINI,NAO,A195,OK,,531976,Butler,"Butler, M., Chen, J.-W. and Kong, X.",3,2001,2000,2000-08,,,"Phys. Rev. C 63, 035501",Neutrino deuteron scattering in effective field theory at next-to-next-to-leading order,193,179,26,7.42,article,"Butler, M, J.-W. Chen, and X. Kong (2001), “Neutrino deuteron scattering in effective field theory at next-to-nextto-leading order,” Phys. Rev. C 63, 035501."
U0678,B34,AGOSTINI,NAO,A552,OK,,532941,Nakamura,"Nakamura, S., Sato, T., Gudkov, V.P. and Kubodera, K.",4,2001,2000,2000-09,,,"Phys. Rev. C 63, 034617",Neutrino reactions on deuteron,173,146,26,6.65,article,"Nakamura, S, T. Sato, Vladimir P. Gudkov, and K. Kubodera (2001), “Neutrino reactions on the deuteron,” Phys. Rev. C 63, 034617."
U0927,B48,AGOSTINI,NAO,A701,OK,,529559,Šimkovic,"Šimkovic, F",3,2001,2000,2000-06,,,"J. Phys. G 27, 2233-2240",The Single state dominance hypothesis and the two neutrino double beta decay of Mo-100,73,48,26,2.81,article,"Šimkovic, F, P. Domin, and S. V. Semenov (2001), “The Single state dominance hypothesis and the two neutrino double beta decay of Mo-100,” J. Phys. G 27, 2233-2240."
U0029,B02,GONZALEZ-GARCIA,NAO,G128,OK,,555937,A. Aguilar-Arevalo et al. (LSND),A. Aguilar-Arevalo,26,2001,2001,2001-04,hep-ex/0104049,10.1103/PhysRevD.64.112007,"Phys.Rev.D64,112007",Evidence for neutrino oscillations from the observation of nu_e-bar appearance in a nu_mu-bar beam,2745,2619,25,109.8,article,"A. Aguilar-Arevalo et al. (LSND), Phys. Rev. D64, 112007 (2001), [hep-ex/0104049]."
U0030,B02,AGOSTINI;GONZALEZ-GARCIA,SIM,A041;G060,OK,,558620,Ahmad,Q.R. Ahmad,178,2001,2001,2001-06,nucl-ex/0106015,10.1103/PhysRevLett.87.071301,"Phys.Rev.Lett.87,071301",Measurement of the rate of nu_e+d -> p+p+e- interactions produced by 8B solar neutrinos at the Sudbury Neutrino Observatory,3884,3614,25,155.36,article,"Ahmad, Q R, et al. (SNO) (2001), “Measurement of the rate of νe + d → p + p + e− interactions produced by 8 B solar neutrinos at the Sudbury Neutrino Observatory,” Phys. Rev. Lett. 87, 071301, arXiv:nucl-ex/0106015."
U0031,B02,AGOSTINI,NAO,A118,OK,,557900,Babu,K.S. Babu,2,2001,2001,2001-06,hep-ph/0106054,10.1016/S0550-3213(01)00504-1,"Nucl.Phys.B619,667",Classification of effective neutrino mass operators,266,249,25,10.64,article,"Babu, K S, and C. N. Leung (2001), “Classification of effective neutrino mass operators,” Nucl.Phys.B 619, 667-689, arXiv:hep-ph/0106054."
U0033,B02,AGOSTINI,NAO,A465,OK,,569290,Klapdor-Kleingrothaus,H.V. Klapdor-Kleingrothaus,4,2001,2001,2001-01,hep-ph/0201231,10.1142/S0217732301005825,"Mod.Phys.Lett.A16,2409",Evidence for neutrinoless double beta decay,703,667,25,28.12,article,"Klapdor-Kleingrothaus, H V, A. Dietz, H. L. Harney, and I. V. Krivosheina (2001a), “Evidence for neutrinoless double beta decay,” Mod. Phys. Lett. A 16, 2409-2420, arXiv:hep-ph/0201231."
U0035,B02,GONZALEZ-GARCIA,NAO,G087,OK,,558325,M. Ambrosio et al. (MACRO),M. Ambrosio,117,2001,2001,2001-06,hep-ex/0106049,10.1016/S0370-2693(01)00992-3,"Phys.Lett.B517,59",Matter effects in upward going muons and sterile neutrino oscillations,328,277,25,13.12,article,"M. Ambrosio et al. (MACRO), Phys. Lett. B517, 59 (2001), [hep-ex/0106049]."
U0036,B02,GONZALEZ-GARCIA,NAO,G177,OK,,554640,M. Freund,M. Freund,1,2001,2001,2001-03,hep-ph/0103300,10.1103/PhysRevD.64.053003,"Phys.Rev.D64,053003",Analytic approximations for three neutrino oscillation parameters and probabilities in matter,371,369,25,14.84,article,"M. Freund, Phys. Rev. D64, 053003 (2001), [hep-ph/0103300]."
U0038,B02,GONZALEZ-GARCIA,NAO,G056,OK,,554318,S. Fukuda et al. (Super-Kamiokande),S. Fukuda,119,2001,2001,2001-03,hep-ex/0103033,10.1103/PhysRevLett.86.5656,"Phys.Rev.Lett.86,5656",Constraints on neutrino oscillations using 1258 days of Super-Kamiokande solar neutrino data,941,866,25,37.64,article,"S. Fukuda et al. (Super-Kamiokande), Phys. Rev. Lett. 86, 5656 (2001), [hep-ex/0103033]."
U0039,B02,GONZALEZ-GARCIA,NAO,G061,OK,,554317,S. Fukuda et al. (Super-Kamiokande),S. Fukuda,119,2001,2001,2001-03,hep-ex/0103032,10.1103/PhysRevLett.86.5651,"Phys.Rev.Lett.86,5651",Solar B-8 and hep neutrino measurements from 1258 days of Super-Kamiokande data,1569,1437,25,62.76,article,"S. Fukuda et al. (Super-Kamiokande), Phys. Rev. Lett. 86, 5651 (2001), [hep-ex/0103032]."
U0040,B02,GONZALEZ-GARCIA,NAO,G106,OK,,553643,S. H. Ahn et al. (K2K),S.H. Ahn,150,2001,2001,2001-02,hep-ex/0103001,10.1016/S0370-2693(01)00647-5,"Phys.Lett.B511,178",Detection of accelerator produced neutrinos at a distance of 250 km,401,316,25,16.04,article,"S. H. Ahn et al. (K2K), Phys. Lett. B 511, 178 (2001), [hep-ex/0103001]."
U0041,B03,AGOSTINI,NAO,A694,OK,,553254,Vissani,Vissani,1,2001,2001,2001-02,hep-ph/0102236,10.1016/S0370-2693(01)00485-3,"Phys. Lett. B508, 79",Expected properties of massive neutrinos for mass matrices with a dominant block and random coefficients order unity,61,45,25,2.44,,"Vissani, F (2001), “Expected properties of massive neutrinos for mass matrices with a dominant block and random coefficients order unity,” Phys. Lett. B 508, 79-84, arXiv:hep-ph/0102236."
U0042,B03,GONZALEZ-GARCIA,NAO,G235,OK,,556472,Y. Farzan,Farzan,3,2001,2001,2001-05,hep-ph/0105105,10.1016/S0550-3213(01)00361-3,"Nucl. Phys. B612, 59",Neutrino mass spectrum and future beta decay experiments,111,104,25,4.44,,"Y. Farzan, O. L. G. Peres and A. Yu. Smirnov, Nucl. Phys. B612, 59 (2001), [hep-ph/0105105]."
U0043,B03,AGOSTINI,NAO,A743,OK,,557202,Zuber,Zuber,1,2001,2001,2001-05,nucl-ex/0105018,10.1016/S0370-2693(01)01056-5,"Phys. Lett. B519, 1",COBRA: Double beta decay searches using CdTe detectors,186,143,25,7.44,,"Zuber, K (2001), “COBRA: Double beta decay searches using CdTe detectors,” Phys. Lett. B 519, 1-7, arXiv:nucl-ex/0105018."
U0050,B03,AGOSTINI,NAO,A523,OK,,561929,Matsuda,Matsuda,4,2002,2001,2001-08,hep-ph/0108202,10.1103/PhysRevD.65.033008,"Phys. Rev. D65, 033008",How far can the SO(10) two Higgs model describe the observed neutrino masses and mixings?,142,106,25,5.68,,"Matsuda, K, Y. Koide, T. Fukuyama, and H. Nishiura (2002), “How far can the SO(10) two Higgs model describe the observed neutrino masses and mixings?” Phys. Rev. D 65, 033008, [Erratum: Phys.Rev.D 65, 079904 (2002)], arXiv:hep-ph/0108202."
U0675,B34,AGOSTINI,NAO,A189,OK,,892537,Brown,"Brown, B.A.",1,2001,2001,2001,,,"Prog. Part. Nucl. Phys. 47, 517-599",The nuclear shell model towards the drip lines,376,340,25,15.04,article,"Brown, B A (2001), “The nuclear shell model towards the drip lines,” Prog. Part. Nucl. Phys. 47, 517-599."
U0677,B34,GONZALEZ-GARCIA,NAO,G227,OK,,554732,J. Bonn et al.,"Bonn, J. et al.",,2001,2001,2001,,,"Nucl. Phys. B Proc. Suppl. 91, 273",The Mainz neutrino mass experiment,224,210,25,8.96,proceedings,"J. Bonn et al., Nucl. Phys. B Proc. Suppl. 91, 273 (2001)."
U0679,B34,GONZALEZ-GARCIA,NAO,G228,OK,,554751,V. M. Lobashev et al.,"Lobashev, V.M. et al.",,2001,2001,2001,,,"Nucl. Phys. B Proc. Suppl. 91, 280",Direct search for neutrino mass and anomaly in the tritium beta-spectrum: Status of 'Troitsk neutrino mass' experiment,269,267,25,10.76,proceedings,"V. M. Lobashev et al., Nucl. Phys. B Proc. Suppl. 91, 280 (2001)."
U0044,B03,AGOSTINI,NAO,A003,OK,,582689,Aalseth,Aalseth,26,2002,2002,2002-02,hep-ex/0202018,10.1142/S0217732302007715,"Mod. Phys. Lett. A17, 1475",Comment on 'Evidence for Neutrinoless Double Beta Decay',299,262,24,12.46,,"Aalseth, C E, et al. (2002), “Comment on ‘Evidence for neutrinoless double beta decay’,” Mod. Phys. Lett. A 17, 1475- 1478, arXiv:hep-ex/0202018."
U0045,B03,GONZALEZ-GARCIA,NAO,G129,OK,,584020,B. Armbruster et al. (KARMEN),Armbruster,24,2002,2002,2002-03,hep-ex/0203021,10.1103/PhysRevD.65.112001,"Phys. Rev. D65, 112001",Upper limits for neutrino oscillations muon-anti-neutrino ---> electron-anti-neutrino from muon decay at rest,680,668,24,28.33,,"B. Armbruster et al. (KARMEN), Phys. Rev. D65, 112001 (2002), [hep-ex/0203021]."
U0046,B03,AGOSTINI,NAO,A219,OK,,590551,Choi,Choi,3,2002,2002,2002-07,hep-ph/0207180,10.1103/PhysRevD.66.093007,"Phys. Rev. D66, 093007",Operator analysis of neutrinoless double beta decay,32,32,24,1.33,,"Choi, K, K. S. Jeong, and W. Y. Song (2002), “Operator analysis of neutrinoless double beta decay,” Phys.Rev.D 66, 093007, arXiv:hep-ph/0207180."
U0047,B03,AGOSTINI,NAO,A279,OK,,582918,Dolgov,Dolgov,1,2002,2002,2002-02,hep-ph/0202122,10.1016/S0370-1573(02)00139-4,"Phys. Rept. 370, 333",Neutrinos in cosmology,700,670,24,29.17,,"Dolgov, A D (2002), “Neutrinos in cosmology,” Phys. Rept. 370, 333-535, arXiv:hep-ph/0202122."
U0048,B03,AGOSTINI,NAO,A322,OK,,582376,Feruglio,Feruglio,3,2002,2002,2002-01,hep-ph/0201291,10.1016/S0550-3213(02)00345-0,"Nucl. Phys. B637, 345",Neutrino oscillations and signals in beta and 0nu2beta experiments,366,339,24,15.25,,"Feruglio, F, A. Strumia, and F. Vissani (2002), “Neutrino oscillations and signals in beta and 0nu2beta experiments,” Nucl. Phys. B 637, 345-377, [Addendum: Nucl.Phys.B 659, 359-362 (2003)], hep-ph/0201291."
U0049,B03,GONZALEZ-GARCIA,NAO,G047,OK,,585363,J. N. Abdurashitov et al. (SAGE),Abdurashitov,21,2002,2002,2002-04,astro-ph/0204245,10.1134/1.1506424,"J. Exp. Theor. Phys. 95, 181",Solar neutrino flux measurements by the Soviet-American Gallium Experiment (SAGE) for half the 22 year solar cycle,846,819,24,35.25,,"J. N. Abdurashitov et al. (SAGE), J. Exp. Theor. Phys. 95, 181 (2002), [Zh. Eksp. Teor. Fiz.122,211(2002)], [arXiv:astro-ph/0204245]."
U0051,B03,GONZALEZ-GARCIA,NAO,G062,OK,,585723,Q. R. Ahmad et al. (SNO),Ahmad,178,2002,2002,2002-04,nucl-ex/0204008,10.1103/PhysRevLett.89.011301,"Phys. Rev. Lett. 89, 011301",Direct evidence for neutrino flavor transformation from neutral current interactions in the Sudbury Neutrino Observatory,5290,4955,24,220.42,,"Q. R. Ahmad et al. (SNO), Phys. Rev. Lett. 89, 011301 (2002), [arXiv:nucl-ex/0204008]."
U0052,B03,GONZALEZ-GARCIA,NAO,G059,OK,,587157,S. Fukuda et al. (Super-Kamiokande),Fukuda,121,2002,2002,2002-05,hep-ex/0205075,10.1016/S0370-2693(02)02090-7,"Phys. Lett. B539, 179",Determination of solar neutrino oscillation parameters using 1496 days of Super-Kamiokande I data,1175,1079,24,48.96,,"S. Fukuda et al. (Super-Kamiokande), Phys. Lett. B539, 179 (2002), [hep-ex/0205075]."
U0053,B03,GONZALEZ-GARCIA,NAO,G204,OK,,581696,Y. Farzan and A. Yu. Smirnov,Farzan,2,2002,2002,2002-01,hep-ph/0201105,10.1103/PhysRevD.65.113001,"Phys. Rev. D65, 113001",Leptonic unitarity triangle and CP violation,118,109,24,4.92,,"Y. Farzan and A. Yu. Smirnov, Phys. Rev. D65, 113001 (2002), [hep-ph/0201105]."
U0056,B03,AGOSTINI;GONZALEZ-GARCIA,SIM,A292;G151,OK,,604286,Eguchi,Eguchi,98,2003,2002,2002-12,hep-ex/0212021,10.1103/PhysRevLett.90.021802,"Phys. Rev. Lett. 90, 021802",First results from KamLAND: Evidence for reactor anti-neutrino disappearance,3848,3527,24,160.33,,"Eguchi, K, et al. (KamLAND) (2003), “First results from KamLAND: Evidence for reactor anti-neutrino disappearance,” Phys. Rev. Lett. 90, 021802, arXiv:hep-ex/0212021."
U0057,B03,GONZALEZ-GARCIA,NAO,G076,OK,,589707,G. Battistoni et al.,Battistoni,4,2003,2002,2002-07,hep-ph/0207035,10.1016/S0927-6505(02)00246-3,"Astropart. Phys. 19, 269",The FLUKA atmospheric neutrino flux calculation,248,232,24,10.33,,"G. Battistoni et al., Astropart. Phys. 19, 269 (2003), [Erratum: Astropart. Phys.19,291(2003)], [hep-ph/0207035]."
U0059,B03,GONZALEZ-GARCIA,NAO,G006,OK,,582695,M. C. Gonzalez-Garcia and Y. Nir,Gonzalez-Garcia,2,2003,2002,2002-02,hep-ph/0202058,10.1103/RevModPhys.75.345,"Rev. Mod. Phys. 75, 345",Neutrino Masses and Mixing: Evidence and Implications,599,573,24,24.96,,"M. C. Gonzalez-Garcia and Y. Nir, Rev. Mod. Phys. 75, 345 (2003), [hep-ph/0202058]."
U0680,B34,AGOSTINI,NAO,A683,OK,,581439,Tretyak,"Tretyak, V.I. and Zdesenko, Yu.G.",2,2002,2002,2002-01,,,"Atom. Data Nucl. Data Tabl. 80, 83-116",Tables of double beta decay data: An update,309,273,24,12.88,article,"Tretyak, VI, and Yuri G. Zdesenko (2002), “Tables of double beta decay data: An update,” Atom. Data Nucl. Data Tabl. 80, 83-116."
U0054,B03,AGOSTINI,NAO,A234,OK,,614783,Conti,Conti,22,2003,2003,2003-03,hep-ex/0303008,10.1103/PhysRevB.68.054201,"Phys. Rev. B68, 054201",Correlated fluctuations between luminescence and ionization in liquid xenon,200,128,23,8.7,,"Conti, E, et al. (EXO-200) (2003), “Correlated fluctuations between luminescence and ionization in liquid xenon,” Phys. Rev. B 68, 054201, arXiv:hep-ex/0303008."
U0055,B03,AGOSTINI,NAO,A255,OK,,2732436,Day,P. K. Day,5,2003,2003,2003-10,,,"Nature 425, 817",A broadband superconducting detector suitable for use in large arrays,547,495,23,23.78,article,"Day, P, H. Leduc, B. Mazin, A. Vayonakis, and J. Zmuidzinas (2003), “A broadband superconducting detector suitable for use in large arrays,” Nature 425, 817-21."
U0058,B03,GONZALEZ-GARCIA,NAO,G191,OK,,618789,J. Bernabeu,Bernabeu,3,2003,2003,2003-05,hep-ph/0305152,10.1016/j.nuclphysb.2003.07.025,"Nucl. Phys. B669, 255","Atmospheric neutrino oscillations, theta(13) and neutrino mass hierarchy",114,73,23,4.96,,"J. Bernabeu, S. Palomares Ruiz and S. Petcov, Nucl.Phys. B669, 255 (2003), [hep-ph/0305152]."
U0060,B03,GONZALEZ-GARCIA,NAO,G088,OK,,624212,M. C. Sanchez et al. (Soudan 2),Sanchez,33,2003,2003,2003-07,hep-ex/0307069,10.1103/PhysRevD.68.113004,"Phys. Rev. D68, 113004",Measurement of the L/E distributions of atmospheric neutrinos in Soudan 2 and their interpretation as neutrino oscillations,368,349,23,16.0,,"M. C. Sanchez et al. (Soudan 2), Phys. Rev. D68, 113004 (2003), [hep-ex/0307069]."
U0066,B04,GONZALEZ-GARCIA,NAO,G180,OK,,629349,O. L. G. Peres and A. Yu. Smirnov,"Peres, O.L.G.",2,2004,2003,2003-09,hep-ph/0309312,10.1016/j.nuclphysb.2003.12.017,"Nucl. Phys. B680, 479","Atmospheric neutrinos: LMA oscillations, U(e3) induced interference and CP violation",164,146,23,7.13,,"O. L. G. Peres and A. Yu. Smirnov, Nucl. Phys. B680, 479 (2004), [hep-ph/0309312]."
U0067,B04,AGOSTINI,NAO,A725,OK,,635918,Wulandari,"Wulandari, H.",4,2004,2003,2003-12,hep-ex/0312050,10.1016/j.astropartphys.2004.07.005,"Astropart. Phys. 22, 313",Neutron flux underground revisited,162,146,23,7.04,,"Wulandari, H, J. Jochum, W. Rau, and F. von Feilitzsch (2004), “Neutron flux underground revisited,” Astropart. Phys. 22, 313-322, arXiv:hep-ex/0312050."
U0681,B35,AGOSTINI,NAO,A157,OK,,611858,Bender,"Bender, M.",3,2003,2003,2003-01,,,"Rev. Mod. Phys. 75, 121-180",Self-consistent mean-field models for nuclear structure,2244,2027,23,97.57,article,"Bender, M, P.-H. Heenen, and P.-G. Reinhard (2003), “Selfconsistent mean-field models for nuclear structure,” Rev. Mod. Phys. 75, 121-180."
