uid,bloco,metodo,fontes,ref_ids,autor,ano,arxiv,doi,journal,titulo,raw
U0098,B05,arxiv,GONZALEZ-GARCIA,G212,M. A. Acero,2008,0711.4222,,Phys. Rev.|D78|073009,,"M. A. Acero, C. Giunti and M. Laveder, Phys. Rev. D78, 073009 (2008), [arXiv:0711.4222]."
U0099,B05,arxiv,GONZALEZ-GARCIA,G007,M. C. Gonzalez-Garcia and M. Maltoni,2008,0704.1800,,Phys. Rept.|460|1,,"M. C. Gonzalez-Garcia and M. Maltoni, Phys. Rept. 460, 1 (2008), [arXiv:0704.1800]."
U0100,B05,arxiv,AGOSTINI,A605,Rahaman,2008,0712.3337,,,Q value of the Mo-100 Double- Beta Decay,"Rahaman, S, et al. (2008), “Q value of the Mo-100 Double- Beta Decay,” Phys. Lett. B662, 111-116, arXiv:0712.3337 [nucl-ex]."
U0101,B06,arxiv,AGOSTINI,A686,Umehara,2008,0810.4746,,,Neutrino-less double-beta decay of Ca-48 studied by Ca F(2)(Eu) scintillators,"Umehara, S, et al. (2008), “Neutrino-less double-beta decay of Ca-48 studied by Ca F(2)(Eu) scintillators,” Phys. Rev. C 78, 058501, arXiv:0810.4746 [nucl-ex]."
U0102,B06,arxiv,AGOSTINI,A105,Atre,2009,0901.3589,,,The search for heavy majorana neutrinos,"Atre, A, T. Han, S. Pascoli, and B. Zhang (2009), “The search for heavy majorana neutrinos,” JHEP 05, 030, arXiv:0901.3589 [hep-ph]."
U0103,B06,arxiv,AGOSTINI,A309,Engel,2009,0904.1709,,,Corrections to the Neutrinoless Double-Beta-Decay Operator in the Shell Model,"Engel, Jonathan, and Gaute Hagen (2009), “Corrections to the Neutrinoless Double-Beta-Decay Operator in the Shell Model,” Phys. Rev. C 79, 064317, arXiv:0904.1709 [nucl-th]. ENSDF, (2021), http://www.nndc.bnl.gov/ensdf."
U0104,B06,arxiv,AGOSTINI,A386,Granena,2009,0907.4054,,,"NEXT, a HPGXe TPC for neutrinoless double beta decay searches","Granena, F, et al. (NEXT) (2009), “NEXT, a HPGXe TPC for neutrinoless double beta decay searches,” arXiv:0907.4054 [hep-ex]."
U0105,B06,arxiv,GONZALEZ-GARCIA,G050,J. N. Abdurashitov et al. (SAGE),2009,0901.2200,,Phys. Rev.|C80|015807,,"J. N. Abdurashitov et al. (SAGE), Phys. Rev. C80, 015807 (2009), [arXiv:0901.2200]."
U0106,B06,arxiv,AGOSTINI,A609,Redshaw,2009,0902.2139,,,Masses of Te-130 and Xe-130 and Double-beta- Decay Q Value of Te-130,"Redshaw, M, B. J. Mount, E. G. Myers, and F. T. Avignone, III (2009), “Masses of Te-130 and Xe-130 and Double-beta- Decay Q Value of Te-130,” Phys. Rev. Lett. 102, 212502, arXiv:0902.2139 [nucl-ex]."
U0107,B06,arxiv,GONZALEZ-GARCIA,G205,A. Dueck,2010,1006.0227,,Phys. Rev.|D82|013005,,"A. Dueck, S. Petcov and W. Rodejohann, Phys. Rev. D82, 013005 (2010), [arXiv:1006.0227]."
U0108,B06,arxiv,AGOSTINI,A081,Argyriades,2010,0906.2694,,,Measurement of the two neutrino double beta decay half-life of Zr-96 with the NEMO-3 detector,"Argyriades, J, et al. (NEMO-3) (2010), “Measurement of the two neutrino double beta decay half-life of Zr-96 with the NEMO-3 detector,” Nucl. Phys. A 847, 168-179, arXiv:0906.2694 [nucl-ex]."
U0109,B06,arxiv,GONZALEZ-GARCIA,G069,G. Bellini et al. (Borexino),2010,0808.2868,,Phys. Rev. D|82|033006,,"G. Bellini et al. (Borexino), Phys. Rev. D 82, 033006 (2010), [arXiv:0808.2868]."
U0110,B06,arxiv,AGOSTINI,A513,Maiezza,2010,1005.5160,,,Left-right symmetry at lhc,"Maiezza, A, M. Nemevsek, F. Nesti, and G. Senjanovic (2010), “Left-right symmetry at lhc,” Phys.Rev.D 82, 055022, arXiv:1005.5160 [hep-ph]."
U0111,B06,arxiv,AGOSTINI,A649,Simkovic,2010,1006.0571,,,Few active mechanisms of the neutrinoless double betadecay and effective mass of Majorana neutrinos,"Simkovic, Fedor, John Vergados, and Amand Faessler (2010), “Few active mechanisms of the neutrinoless double betadecay and effective mass of Majorana neutrinos,” Phys. Rev. D 82, 113015, arXiv:1006.0571 [hep-ph]."
U0112,B06,arxiv,AGOSTINI,A665,Swenson,2010,1004.5066,,,Highspeed phonon imaging using frequency-multiplexed kinetic inductance detectors,"Swenson, L J, A. Cruciani, A. Benoit, M. Roesch, C. S. Yung, A. Bideaud, and A. Monfardini (2010), “Highspeed phonon imaging using frequency-multiplexed kinetic inductance detectors,” Appl. Phys. Lett. 96, 263511, arXiv:1004.5066 [physics.ins-det]."
U0113,B06,arxiv,GONZALEZ-GARCIA,G041,A. M. Serenelli,2011,1104.1639,,Astrophys. J.|743|24,,"A. M. Serenelli, W. C. Haxton and C. Pena-Garay, Astrophys. J. 743, 24 (2011), [arXiv:1104.1639]."
U0114,B06,arxiv,AGOSTINI,A131,Barabash,2011,1104.2714,,,Double Beta Decay: Historical Review of 75 Years of Research,"Barabash, A S (2011), “Double Beta Decay: Historical Review of 75 Years of Research,” Phys. Atom. Nucl. 74, 603- 613, arXiv:1104.2714 [nucl-ex]."
U0115,B06,arxiv,AGOSTINI,A134,Barabash,2011,1108.2771,,,Low background detector with enriched 116 CdW O4 crystal scintillators to search for double β decay of 116 Cd,"Barabash, AS, et al. (2011), “Low background detector with enriched 116 CdW O4 crystal scintillators to search for double β decay of 116 Cd,” JINST 6, P08011, arXiv:1108.2771 [physics.ins-det]."
U0116,B06,arxiv,AGOSTINI,A149,Baudis,2011,1103.2125,,,Gator: a low-background counting facility at the Gran Sasso Underground Laboratory,"Baudis, L, et al. (2011), “Gator: a low-background counting facility at the Gran Sasso Underground Laboratory,” JINST 6, P08010, arXiv:1103.2125 [astro-ph.IM]."
U0117,B06,arxiv,GONZALEZ-GARCIA,G213,C. Giunti and M. Laveder,2011,1006.3244,,Phys. Rev.|C83|065504,,"C. Giunti and M. Laveder, Phys. Rev. C83, 065504 (2011), [arXiv:1006.3244]."
U0118,B06,arxiv,GONZALEZ-GARCIA,G219,C. Giunti and M. Laveder,2011,1109.4033,,Phys. Rev.|D84|093006,,"C. Giunti and M. Laveder, Phys. Rev. D84, 093006 (2011), [arXiv:1109.4033]."
U0119,B06,arxiv,GONZALEZ-GARCIA,G121,C. Rubbia et al.,2011,1106.0975,,,,"C. Rubbia et al., JINST 6, P07011 (2011), [arXiv:1106.0975]."
U0120,B06,arxiv,AGOSTINI,A240,Cowan,2011,1007.1727,,,Asymptotic formulae for likelihood-based tests of new physics,"Cowan, G, K. Cranmer, E. Gross, and O. Vitells (2011), “Asymptotic formulae for likelihood-based tests of new physics,” Eur. Phys. J. C 71, 1554, [Erratum: Eur.Phys.J.C 73, 2501 (2013)], arXiv:1007.1727 [physics.data-an]."
U0121,B07,arxiv,AGOSTINI,A288,Duerr,2011,1105.0901,,,On the quantitative impact of the schechter-valle theorem,"Duerr, M, M. Lindner, and A. Merle (2011), “On the quantitative impact of the schechter-valle theorem,” JHEP 06, 091, arXiv:1105.0901 [hep-ph]."
U0122,B07,arxiv,GONZALEZ-GARCIA,G209,G. Mention et al.,2011,1101.2755,,Phys. Rev.|D83|073006,,"G. Mention et al., Phys. Rev. D83, 073006 (2011), [arXiv:1101.2755]."
U0123,B07,arxiv,AGOSTINI,A455,Joshipura,2011,1102.5148,,,Fermion Masses in SO(10) Models,"Joshipura, A S, and K. M. Patel (2011), “Fermion Masses in SO(10) Models,” Phys. Rev. D 83, 095002, arXiv:1102.5148 [hep-ph]. JSC Isotope, (last accessed: Sep. 2020a), http://www. isotop.ru/en/view/1653/. JSC Isotope, (last accessed: Sep. 2020b), http://www. isotop.ru/en/view/1658/. JSC Isotope, (last accessed: Sep. 2020c), http://www. isotop.ru/en/view/1667/. JSC Isotope, (last accessed: Sep. 2020d), http://www. isotop.ru/en/view/1308/."
U0124,B07,arxiv,GONZALEZ-GARCIA,G108,K. Abe et al. (T2K),2011,1106.1238,,Nucl. Instrum. Meth. A|659|106,,"K. Abe et al. (T2K), Nucl. Instrum. Meth. A 659, 106 (2011), [arXiv:1106.1238]."
U0125,B07,arxiv,GONZALEZ-GARCIA,G122,K. Abe et al. (T2K),2011,1106.2822,,Phys. Rev. Lett.|107|041801,,"K. Abe et al. (T2K), Phys. Rev. Lett. 107, 041801 (2011), [arXiv:1106.2822]."
U0126,B07,arxiv,GONZALEZ-GARCIA,G140,P. Huber,2011,1106.0687,,Phys. Rev.|C84|024617,,"P. Huber, Phys. Rev. C84, 024617 (2011), [Erratum: Phys. Rev.C85,029901(2012)], [arXiv:1106.0687]."
U0127,B07,arxiv,AGOSTINI,A619,Rodejohann,2011,1106.1334,,,Neutrino-less Double Beta Decay and Particle Physics,"Rodejohann, W (2011), “Neutrino-less Double Beta Decay and Particle Physics,” Int. J. Mod. Phys. E 20, 1833-1930, arXiv:1106.1334 [hep-ph]."
U0128,B07,arxiv,GONZALEZ-GARCIA,G072,S. Abe et al. (KamLAND),2011,1106.0861,,Phys. Rev.|C84|035804,,"S. Abe et al. (KamLAND), Phys. Rev. C84, 035804 (2011), [arXiv:1106.0861]."
U0129,B07,arxiv,GONZALEZ-GARCIA,G139,T. A. Mueller et al.,2011,1101.2663,,Phys. Rev.|C83|054615,,"T. A. Mueller et al., Phys. Rev. C83, 054615 (2011), [arXiv:1101.2663]."
U0130,B07,arxiv,AGOSTINI,A671,Tello,2011,1011.3522,,,Left-Right Symmetry: from LHC to Neutrinoless Double Beta Decay,"Tello, Vladimir, Miha Nemevsek, Fabrizio Nesti, Goran Senjanovic, and Francesco Vissani (2011), “Left-Right Symmetry: from LHC to Neutrinoless Double Beta Decay,” Phys. Rev. Lett. 106, 151801, arXiv:1011.3522 [hep-ph]."
U0131,B07,arxiv,AGOSTINI,A682,Tretyak,2011,1112.4183,,,"False starts in history of searches for 2β decay, or Discoverless double beta decay","Tretyak, V I (2011), “False starts in history of searches for 2β decay, or Discoverless double beta decay,” AIP Conf. Proc. 1417 (1), 129-133, arXiv:1112.4183 [nucl-ex]."
U0132,B07,arxiv,GONZALEZ-GARCIA,G206,A. Aguilar-Arevalo et al. (MiniBooNE) (2012),2012,1207.4809,,,,"A. Aguilar-Arevalo et al. (MiniBooNE) (2012), [arXiv:1207.4809]."
U0133,B07,arxiv,AGOSTINI,A068,Alvarez,2012,1202.0721,,,NEXT-100 Technical Design Report (TDR): Executive Summary,"Alvarez, V, et al. (NEXT) (2012), “NEXT-100 Technical Design Report (TDR): Executive Summary,” JINST 7, T06001, arXiv:1202.0721 [physics.ins-det]."
U0134,B07,arxiv,AGOSTINI,A108,Auger,2012,1202.2192,,,"The EXO-200 detector, part I: Detector design and construction","Auger, M, et al. (2012), “The EXO-200 detector, part I: Detector design and construction,” JINST 7, P05010, arXiv:1202.2192 [physics.ins-det]."
U0135,B07,arxiv,AGOSTINI,A161,Bertolini,2012,1202.0807,,,Seesaw Scale in the Minimal Renormalizable SO(10) Grand Unification,"Bertolini, S, L. Di Luzio, and M. Malinsky (2012), “Seesaw Scale in the Minimal Renormalizable SO(10) Grand Unification,” Phys. Rev. D 85, 095014, arXiv:1202.0807 [hep-ph]."
U0136,B07,arxiv,AGOSTINI,A193,Buccella,2012,1203.0829,,,Squeezing out predictions with leptogenesis from SO(10),"Buccella, F, D. Falcone, C. S. Fong, E. Nardi, and G. Ricciardi (2012), “Squeezing out predictions with leptogenesis from SO(10),” Phys. Rev. D 86, 035012, arXiv:1203.0829 [hep-ph]."
U0137,B07,arxiv,AGOSTINI,A214,Chakrabortty,2012,1204.2527,,,Neutrinoless double-β decay in TeV scale Left-Right symmetric models,"Chakrabortty, Joydeep, H. Zeen Devi, Srubabati Goswami, and Sudhanwa Patra (2012), “Neutrinoless double-β decay in TeV scale Left-Right symmetric models,” JHEP 08, 008, arXiv:1204.2527 [hep-ph]."
U0138,B07,arxiv,AGOSTINI,A270,Deppisch,2012,1208.0727,,,Neutrinoless Double Beta Decay and Physics Beyond the Standard Model,"Deppisch, F F, M. Hirsch, and H. Pas (2012), “Neutrinoless Double Beta Decay and Physics Beyond the Standard Model,” J. Phys. G 39, 124007, arXiv:1208.0727 [hep-ph]."
U0139,B07,arxiv,AGOSTINI,A299,Elliott,2012,1203.1070,,,Recent Progress in Double Beta Decay,"Elliott, S R (2012), “Recent Progress in Double Beta Decay,” Mod. Phys. Lett. A 27, 1230009, arXiv:1203.1070 [nucl-ex]."
U0140,B07,arxiv,GONZALEZ-GARCIA,G155,F. P. An et al. (Daya Bay),2012,1203.1669,,Phys. Rev. Lett.|108|171803,,"F. P. An et al. (Daya Bay), Phys. Rev. Lett. 108, 171803 (2012), [arXiv:1203.1669]."
U0141,B08,arxiv,AGOSTINI,A325,Fink,2012,1112.5786,,,Q-Value and Half-Lives for the Double-Beta-Decay Nuclide 110Pd,"Fink, D, et al. (2012), “Q-Value and Half-Lives for the Double-Beta-Decay Nuclide 110Pd,” Phys. Rev. Lett. 108, 062502, arXiv:1112.5786 [nucl-ex]."
U0142,B08,arxiv,AGOSTINI,A334,Formaggio,2012,1305.7513,,,From eV to EeV: Neutrino Cross Sections Across Energy Scales,"Formaggio, J A, and G. P. Zeller (2012), “From eV to EeV: Neutrino Cross Sections Across Energy Scales,” Rev. Mod. Phys. 84, 1307-1341, arXiv:1305.7513 [hep-ex]."
U0143,B08,arxiv,GONZALEZ-GARCIA,G066,G. Bellini et al. (Borexino),2012,1110.3230,,Phys. Rev. Lett.|108|051302,,"G. Bellini et al. (Borexino), Phys. Rev. Lett. 108, 051302 (2012), [arXiv:1110.3230]."
U0144,B08,arxiv,AGOSTINI,A351,Gando,2012,1201.4664,,,Measurement of the double-β decay half-life of 136 Xe with the KamLAND-Zen experiment,"Gando, A, et al. (KamLAND-Zen) (2012), “Measurement of the double-β decay half-life of 136 Xe with the KamLAND-Zen experiment,” Phys. Rev. C85, 045504, arXiv:1201.4664 [hep-ex]."
U0145,B08,arxiv,AGOSTINI,A369,Gomez-Cadenas,2012,1109.5515,,,The Search for neutrinoless double beta decay,"Gomez-Cadenas, J J, J. Martin-Albo, M. Mezzetto, F. Monrabal, and M. Sorel (2012), “The Search for neutrinoless double beta decay,” Riv. Nuovo Cim. 35 (2), 29-98, arXiv:1109.5515 [hep-ex]."
U0146,B08,arxiv,GONZALEZ-GARCIA,G156,J. K. Ahn et al. (RENO),2012,1204.0626,,Phys. Rev. Lett.|108|191802,,"J. K. Ahn et al. (RENO), Phys. Rev. Lett. 108, 191802 (2012), [arXiv:1204.0626]."
U0147,B08,arxiv,AGOSTINI,A479,Kotila,2012,1209.5722,,,Phase space factors for double-β decay,"Kotila, J, and F. Iachello (2012b), “Phase space factors for double-β decay,” Phys. Rev. C 85, 034316, arXiv:1209.5722 [nucl-th]."
U0148,B08,arxiv,AGOSTINI,A517,Mangano,2012,1110.4335,,,Updated BBN bounds on the cosmological lepton asymmetry for non-zero θ13 ,"Mangano, G, G. Miele, S. Pastor, O. Pisanti, and S. Sarikas (2012), “Updated BBN bounds on the cosmological lepton asymmetry for non-zero θ13 ,” Phys. Lett. B 708, 1-5, arXiv:1110.4335 [hep-ph]."
U0149,B08,arxiv,AGOSTINI,A541,Mitra,2012,1108.0004,,,Neutrinoless double beta decay and heavy sterile neutrinos,"Mitra, M, G. Senjanovic, and F. Vissani (2012), “Neutrinoless double beta decay and heavy sterile neutrinos,” Nucl.Phys.B 856, 26-73, arXiv:1108.0004 [hep-ph]."
U0150,B08,arxiv,AGOSTINI,A546,Moore,2012,1203.4549,,,Position and energy-resolved particle detection using phonon-mediated microwave kinetic inductance detectors,"Moore, D C, S. R. Golwala, B. Bumble, B. Cornell, P. K. Day, H. G. LeDuc, and J. Zmuidzinas (2012), “Position and energy-resolved particle detection using phonon-mediated microwave kinetic inductance detectors,” Appl. Phys. Lett. 100, 232601, arXiv:1203.4549 [astro-ph.IM]."
U0151,B08,arxiv,AGOSTINI,A620,Rodejohann,2012,1206.2560,,,Neutrinoless double beta decay and neutrino physics,"Rodejohann, W (2012), “Neutrinoless double beta decay and neutrino physics,” J. Phys. G 39, 124008, arXiv:1206.2560 [hep-ph]."
U0152,B08,arxiv,AGOSTINI,A689,Vergados,2012,1205.0649,,,Theory of Neutrinoless Double Beta Decay,"Vergados, J D, H. Ejiri, and F. Simkovic (2012), “Theory of Neutrinoless Double Beta Decay,” Rept. Prog. Phys. 75, 106301, arXiv:1205.0649 [hep-ph]."
U0153,B08,arxiv,AGOSTINI,A696,Vogel,2012,1208.1992,,,Nuclear structure and double beta decay,"Vogel, P (2012a), “Nuclear structure and double beta decay,” J. Phys. G 39, 124002, arXiv:1208.1992 [nucl-th]."
U0154,B08,arxiv,AGOSTINI,A721,Winslow,2012,1202.4733,,,Characterizing Quantum-Dot-Doped Liquid Scintillator for Applications to Neutrino Detectors,"Winslow, L, and R. Simpson (2012), “Characterizing Quantum-Dot-Doped Liquid Scintillator for Applications to Neutrino Detectors,” JINST 7, P07010, arXiv:1202.4733 [physics.ins-det]."
U0155,B08,arxiv,GONZALEZ-GARCIA,G154,Y. Abe et al. (Double Chooz),2012,1112.6353,,Phys. Rev. Lett.|108|131801,,"Y. Abe et al. (Double Chooz), Phys. Rev. Lett. 108, 131801 (2012), [arXiv:1112.6353]."
U0156,B08,arxiv,GONZALEZ-GARCIA,G153,A. Gando et al. (KamLAND),2013,1303.4667,,,,"A. Gando et al. (KamLAND), Phys. Rev. D88, 3, 033001 (2013), [arXiv:1303.4667]."
U0157,B08,arxiv,AGOSTINI,A010,Aberle,2013,1307.4742,,,Optical Properties of Quantum-Dot-Doped Liquid Scintillators,"Aberle, C, J. J. Li, S. Weiss, and L. Winslow (2013), “Optical Properties of Quantum-Dot-Doped Liquid Scintillators,” JINST 8, P10015, arXiv:1307.4742 [physics.ins-det]."
U0158,B08,arxiv,AGOSTINI,A017,Ackermann,2013,1212.4067,,,The GERDA experiment for the search of 0νββ decay in 76 Ge,"Ackermann, K H, et al. (GERDA) (2013), “The GERDA experiment for the search of 0νββ decay in 76 Ge,” Eur. Phys. J. C73 (3), 2330, arXiv:1212.4067 [physics.ins-det]."
U0159,B08,arxiv,AGOSTINI,A032,Agostini,2013,1307.4720,,,Results on Neutrinoless Double-β Decay of 76 Ge from Phase I of the GERDA Experiment,"Agostini, M, et al. (GERDA) (2013), “Results on Neutrinoless Double-β Decay of 76 Ge from Phase I of the GERDA Experiment,” Phys. Rev. Lett. 111 (12), 122503, arXiv:1307.4720 [nucl-ex]."
U0160,B08,arxiv,AGOSTINI,A049,Akhmedov,2013,1302.1872,,,Improving Electro-Weak Fits with TeV-scale Sterile Neutrinos,"Akhmedov, E, A. Kartavtsev, M. Lindner, L. Michaels, and J. Smirnov (2013), “Improving Electro-Weak Fits with TeV-scale Sterile Neutrinos,” JHEP 05, 081, arXiv:1302.1872 [hep-ph]."
U0161,B09,arxiv,AGOSTINI,A067,Altarelli,2013,1305.1001,,,A non supersymmetric SO(10) grand unified model for all the physics below MGU T ,"Altarelli, G, and D. Meloni (2013), “A non supersymmetric SO(10) grand unified model for all the physics below MGU T ,” JHEP 08, 021, arXiv:1305.1001 [hep-ph]."
U0162,B09,arxiv,AGOSTINI,A113,Awasthi,2013,1302.0672,,,"Neutrino masses, dominant neutrinoless double beta decay, and observable lepton flavor violation in leftright models and SO(10) grand unification with low mass WR , ZR bosons","Awasthi, Ram Lal, M. K. Parida, and Sudhanwa Patra (2013), “Neutrino masses, dominant neutrinoless double beta decay, and observable lepton flavor violation in leftright models and SO(10) grand unification with low mass WR , ZR bosons,” JHEP 08, 122, arXiv:1302.0672 [hep-ph]."
U0163,B09,arxiv,GONZALEZ-GARCIA,G063,B. Aharmim et al. (SNO),2013,1109.0763,,Phys. Rev.|C88|025501,,"B. Aharmim et al. (SNO), Phys. Rev. C88, 025501 (2013), [arXiv:1109.0763]."
U0164,B09,titulo,AGOSTINI,A144,Barrett,2013,,,,Ab initio no core shell model,"Barrett, B R, P. Navrátil, and J. P. Vary (2013), “Ab initio no core shell model,” Prog. Part. Nucl. Phys. 69, 131-181."
U0165,B09,arxiv,AGOSTINI,A182,Bonnet,2013,1212.3045,,,Systematic decomposition of the neutrinoless double beta decay operator,"Bonnet, F, M. Hirsch, T. Ota, and W. Winter (2013), “Systematic decomposition of the neutrinoless double beta decay operator,” JHEP 03, 055, [Erratum: JHEP 04, 090 (2014)], arXiv:1212.3045 [hep-ph]."
U0166,B09,arxiv,AGOSTINI,A281,Drewes,2013,1303.6912,,,The Phenomenology of Right Handed Neutrinos,"Drewes, Marco (2013), “The Phenomenology of Right Handed Neutrinos,” Int. J. Mod. Phys. E 22, 1330019, arXiv:1303.6912 [hep-ph]."
U0167,B09,arxiv,AGOSTINI,A287,Dueck,2013,1306.4468,,,Fits to SO(10) Grand Unified Models,"Dueck, A, and W. Rodejohann (2013), “Fits to SO(10) Grand Unified Models,” JHEP 09, 024, arXiv:1306.4468 [hep-ph]."
U0168,B09,arxiv,AGOSTINI,A352,Gando,2013,1211.3863,,,Limit on Neutrinoless ββ Decay of 136 Xe from the First Phase of KamLAND-Zen and Comparison with the Positive Claim in 76 Ge,"Gando, A, et al. (KamLAND-Zen) (2013), “Limit on Neutrinoless ββ Decay of 136 Xe from the First Phase of KamLAND-Zen and Comparison with the Positive Claim in 76 Ge,” Phys. Rev. Lett. 110 (6), 062502, arXiv:1211.3863 [hep-ex]."
U0169,B09,arxiv,GONZALEZ-GARCIA,G221,J. Kopp et al.,2013,1303.3011,,JHEP|05|050,,"J. Kopp et al., JHEP 05, 050 (2013), [arXiv:1303.3011]."
U0170,B09,arxiv,GONZALEZ-GARCIA,G220,J. M. Conrad et al.,2013,1207.4765,,Adv. High Energy Phys.|2013|163897,,"J. M. Conrad et al., Adv. High Energy Phys. 2013, 163897 (2013), [arXiv:1207.4765]."
U0171,B09,arxiv,AGOSTINI,A506,Lincoln,2013,1211.5659,,,First direct double-β decay Q-Value measurement of82 Se in support of understanding the nature of the Neutrino,"Lincoln, D L, J. D. Holt, G. Bollen, M. Brodeur, S. Bustabad, J. Engel, S. J. Novario, M. Redshaw, R. Ringle, and S. Schwarz (2013), “First direct double-β decay Q-Value measurement of82 Se in support of understanding the nature of the Neutrino,” Phys. Rev. Lett. 110 (1), 012501, arXiv:1211.5659 [nucl-ex]."
U0172,B09,arxiv,AGOSTINI,A555,Nemevsek,2013,1211.2837,,,Connecting Dirac and Majorana Neutrino Mass Matrices in the Minimal Left-Right Symmetric Model,"Nemevsek, Miha, Goran Senjanovic, and Vladimir Tello (2013), “Connecting Dirac and Majorana Neutrino Mass Matrices in the Minimal Left-Right Symmetric Model,” Phys. Rev. Lett. 110 (15), 151802, arXiv:1211.2837 [hep-ph]."
U0173,B09,arxiv,AGOSTINI,A586,Petcov,2013,1303.5819,,,The Nature of Massive Neutrinos,"Petcov, S T (2013), “The Nature of Massive Neutrinos,” Adv. High Energy Phys. 2013, 852987, arXiv:1303.5819 [hep-ph]."
U0174,B09,arxiv,AGOSTINI,A637,Schwingenheuer,2013,1210.7432,,,Status and prospects of searches for neutrinoless double beta decay,"Schwingenheuer, B (2013), “Status and prospects of searches for neutrinoless double beta decay,” Annalen Phys. 525, 269-280, arXiv:1210.7432 [hep-ex]."
U0175,B09,arxiv,AGOSTINI;GONZALEZ-GARCIA,A006;G123,Abe,2014,1311.4750,,Phys. Rev. Lett.|112|061802,Observation of Electron Neutrino Appearance in a Muon Neutrino Beam,"Abe, K, et al. (T2K) (2014), “Observation of Electron Neutrino Appearance in a Muon Neutrino Beam,” Phys. Rev. Lett. 112, 061802, arXiv:1311.4750 [hep-ex]."
U0176,B09,arxiv,AGOSTINI,A009,Aberle,2014,1307.5813,,,Measuring Directionality in Double-Beta Decay and Neutrino Interactions with Kiloton-Scale Scintillation Detectors,"Aberle, C, A. Elagin, H.J. Frisch, M. Wetstein, and L. Winslow (2014), “Measuring Directionality in Double-Beta Decay and Neutrino Interactions with Kiloton-Scale Scintillation Detectors,” JINST 9, P06012, arXiv:1307.5813 [physics.ins-det]."
U0177,B09,arxiv,AGOSTINI,A011,Abgrall,2014,1308.1633,,,The Majorana Demonstrator Neutrinoless Double-Beta Decay Experiment,"Abgrall, N, et al. (Majorana) (2014), “The Majorana Demonstrator Neutrinoless Double-Beta Decay Experiment,” Adv. High Energy Phys. 2014, 365432, arXiv:1308.1633 [physics.ins-det]."
