ref_id,fonte,autor,ano,arxiv,doi,titulo,raw
A097,AGOSTINI,Arnold,2016,1606.08494,,Measurement of the 2νββ decay half-life of 150 Nd and a search for 0νββ decay processes with the full exposure from the NEMO-3 detector,"Arnold, R, et al. (NEMO-3) (2016a), “Measurement of the 2νββ decay half-life of 150 Nd and a search for 0νββ decay processes with the full exposure from the NEMO-3 detector,” Phys. Rev. D 94 (7), 072003, arXiv:1606.08494 [hep-ex]."
A098,AGOSTINI,Arnold,2016,1604.01710,,Measurement of the double-beta decay half-life and search for the neutrinoless double-beta decay of 48 Ca with the NEMO-3 detector,"Arnold, R, et al. (NEMO-3) (2016b), “Measurement of the double-beta decay half-life and search for the neutrinoless double-beta decay of 48 Ca with the NEMO-3 detector,” Phys. Rev. D93 (11), 112008, arXiv:1604.01710 [hep-ex]."
A099,AGOSTINI,Arnold,2019,,,Detailed studies of Mo two-neutrino double beta decay in NEMO-3,"Arnold, R, et al. (NEMO-3) (2019), “Detailed studies of Mo two-neutrino double beta decay in NEMO-3,” Eur. Phys. J. C 79, 440."
A100,AGOSTINI,Arnold,2020,2011.07657,,Search for Periodic Modulations of the Rate of Double-Beta Decay of 100 Mo in the NEMO-3 Detector,"Arnold, R, et al. (NEMO-3) (2020), “Search for Periodic Modulations of the Rate of Double-Beta Decay of 100 Mo in the NEMO-3 Detector,” arXiv:2011.07657 [nucl-ex]."
A101,AGOSTINI,Arnquist,2022,2207.07638,,Final Result of the MAJORANA DEMONSTRATOR’s Search for Neutrinoless Double-β Decay in 76 Ge,"Arnquist, I J, et al. (2022), “Final Result of the MAJORANA DEMONSTRATOR’s Search for Neutrinoless Double-β Decay in 76 Ge,” arXiv:2207.07638 [nucl-ex]."
A102,AGOSTINI,Artusa,2017,1610.03513,,Enriched TeO2 bolometers with active particle discrimination: towards the CUPID experiment,"Artusa, D R, et al. (2017), “Enriched TeO2 bolometers with active particle discrimination: towards the CUPID experiment,” Phys. Lett. B767, 321-329, arXiv:1610.03513 [physics.ins-det]."
A103,AGOSTINI,Asaka,2005,hep-ph/0503065,,"The nuMSM, dark matter and neutrino masses","Asaka, Takehiko, Steve Blanchet, and Mikhail Shaposhnikov (2005), “The nuMSM, dark matter and neutrino masses,” Phys. Lett. B 631, 151-156, arXiv:hep-ph/0503065."
A104,AGOSTINI,Askins,2020,1911.03501,,THEIA: an advanced optical neutrino detector,"Askins, M, et al. (Theia) (2020), “THEIA: an advanced optical neutrino detector,” Eur. Phys. J. C 80 (5), 416, arXiv:1911.03501 [physics.ins-det]."
A105,AGOSTINI,Atre,2009,0901.3589,,The search for heavy majorana neutrinos,"Atre, A, T. Han, S. Pascoli, and B. Zhang (2009), “The search for heavy majorana neutrinos,” JHEP 05, 030, arXiv:0901.3589 [hep-ph]."
A106,AGOSTINI,Auerbach,2018,,,Nuclear structure studies of double-charge-exchange Gamow-Teller strength,"Auerbach, N, and Bui Minh Loc (2018), “Nuclear structure studies of double-charge-exchange Gamow-Teller strength,” Phys. Rev. C 98, 064301."
A107,AGOSTINI,Auerbach,1989,,,,"Auerbach, N, L. Zamick, and D. C. Zheng (1989), Annals Phys. 192, 77."
A108,AGOSTINI,Auger,2012,1202.2192,,"The EXO-200 detector, part I: Detector design and construction","Auger, M, et al. (2012), “The EXO-200 detector, part I: Detector design and construction,” JINST 7, P05010, arXiv:1202.2192 [physics.ins-det]."
A109,AGOSTINI,Avignone,2019,1901.02805,,"The Search for Double Beta Decay With Germanium Detectors: Past, Present, and Future","Avignone, F T, and S. R. Elliott (2019), “The Search for Double Beta Decay With Germanium Detectors: Past, Present, and Future,” Front.in Phys. 7, 6, arXiv:1901.02805 [nucl-ex]."
A110,AGOSTINI,Avignone,1986,,,Search for the Double Beta Decay of 76 Ge,"Avignone, F T, H. S. Miley, R. L. Brodzinski, J. C. Evans, W. K. Hensley, and J. H. Reeves (1986), “Search for the Double Beta Decay of 76 Ge,” Phys. Rev. C 34, 666-677."
A111,AGOSTINI,Avignone,2008,0708.1033,,"Double Beta Decay, Majorana Neutrinos, and Neutrino Mass","Avignone, III, F T, S. R. Elliott, and J. Engel (2008), “Double Beta Decay, Majorana Neutrinos, and Neutrino Mass,” Rev. Mod. Phys. 80, 481-516, arXiv:0708.1033 [nucl-ex]."
A112,AGOSTINI,Avignone III,2008,,,"Double beta decay, Majorana neutrinos, and neutrino mass","Avignone III, F T, S. R. Elliott, and J. Engel (2008), “Double beta decay, Majorana neutrinos, and neutrino mass,” Rev. Mod. Phys. 80, 481."
A113,AGOSTINI,Awasthi,2013,1302.0672,,"Neutrino masses, dominant neutrinoless double beta decay, and observable lepton flavor violation in leftright models and SO(10) grand unification with low mass WR , ZR bosons","Awasthi, Ram Lal, M. K. Parida, and Sudhanwa Patra (2013), “Neutrino masses, dominant neutrinoless double beta decay, and observable lepton flavor violation in leftright models and SO(10) grand unification with low mass WR , ZR bosons,” JHEP 08, 122, arXiv:1302.0672 [hep-ph]."
A114,AGOSTINI,Ayangeakaa,2019,,,Evidence for Rigid Triaxial Deformation in 76 Ge from a Model-Independent Analysis,"Ayangeakaa, A D, et al. (2019), “Evidence for Rigid Triaxial Deformation in 76 Ge from a Model-Independent Analysis,” Phys. Rev. Lett. 123, 102501, 1909.03270."
A115,AGOSTINI,Azzolini,2019,1904.10397,,Background Model of the CUPID-0 Experiment,"Azzolini, O, et al. (CUPID) (2019a), “Background Model of the CUPID-0 Experiment,” Eur. Phys. J. C79 (7), 583, arXiv:1904.10397 [nucl-ex]."
A116,AGOSTINI,Azzolini,2019,1909.03397,,Evidence of Single State Dominance in the Two-Neutrino Double-β Decay of 82 Se with CUPID-0,"Azzolini, O, et al. (2019b), “Evidence of Single State Dominance in the Two-Neutrino Double-β Decay of 82 Se with CUPID-0,” Phys. Rev. Lett. 123 (26), 262501, arXiv:1909.03397 [nucl-ex]."
A117,AGOSTINI,Azzolini,2019,1906.05001,,Final result of CUPID- 0 phase-I in the search for the 82 Se Neutrinoless Double-β Decay,"Azzolini, O, et al. (CUPID) (2019c), “Final result of CUPID- 0 phase-I in the search for the 82 Se Neutrinoless Double-β Decay,” Phys. Rev. Lett. 123 (3), 032501, arXiv:1906.05001 [nucl-ex]."
A118,AGOSTINI,Babu,2001,hep-ph/0106054,,Classification of effective neutrino mass operators,"Babu, K S, and C. N. Leung (2001), “Classification of effective neutrino mass operators,” Nucl.Phys.B 619, 667-689, arXiv:hep-ph/0106054."
A119,AGOSTINI,Baertsch,1970,,,Gamma ray detectors made from high purity germanium,"Baertsch, R D, and R. N. Hall (1970), “Gamma ray detectors made from high purity germanium,” IEEE Transactions on Nuclear Science 17 (3), 235-240."
A120,AGOSTINI,Bahcall,2004,,,,"Bahcall, J, H. Murayama, and C. Peña-Garay (2004), Phys. Rev. D 70, 033012."
A121,AGOSTINI,Bahcall,1994,astro-ph/9401024,,The Be-7 solar neutrino line: A Reflection of the central temperature distribution of the sun,"Bahcall, J N (1994), “The Be-7 solar neutrino line: A Reflection of the central temperature distribution of the sun,” Phys. Rev. D 49, 3923-3945, arXiv:astro-ph/9401024."
A122,AGOSTINI,Bahcall,1996,nucl-th/9601044,,Standard neutrino spectrum from B-8 decay,"Bahcall, J N, E. Lisi, D. E. Alburger, L. De Braeckeleer, S. J. Freedman, and J. Napolitano (1996), “Standard neutrino spectrum from B-8 decay,” Phys. Rev. C 54, 411-422, arXiv:nucl-th/9601044."
A123,AGOSTINI,Bahcall,1988,,,"Solar Models, Neutrino Experiments and Helioseismology","Bahcall, J N, and R. K. Ulrich (1988), “Solar Models, Neutrino Experiments and Helioseismology,” Rev. Mod. Phys. 60, 297-372."
A124,AGOSTINI,Bajc,2006,hep-ph/0510139,,Yukawa sector in non-supersymmetric renormalizable SO(10),"Bajc, B, A. Melfo, G. Senjanovic, and F. Vissani (2006), “Yukawa sector in non-supersymmetric renormalizable SO(10),” Phys. Rev. D 73, 055001, arXiv:hep-ph/0510139."
A125,AGOSTINI,Bally,2014,,,Beyond Mean-Field Calculations for Odd-Mass Nuclei,"Bally, B, B. Avez, M. Bender, and P. H. Heenen (2014), “Beyond Mean-Field Calculations for Odd-Mass Nuclei,” Phys. Rev. Lett. 113, 162501."
A126,AGOSTINI,Bally,2021,2010.14169,,Symmetry-projected variational calculations with the numerical suite TAURUS: I. Variation after particlenumber projection,"Bally, B, A. Sánchez-Fernández, and T. R. Rodrı́guez (2021), “Symmetry-projected variational calculations with the numerical suite TAURUS: I. Variation after particlenumber projection,” Eur. Phys. J. A 57 (2), 69, [Erratum: Eur.Phys.J.A 57, 124 (2021)], arXiv:2010.14169 [nucl-th]."
A127,AGOSTINI,Balysh,1996,nucl-ex/9608001,,Double beta decay of 48 Ca,"Balysh, A, A. S. De Silva, V. I. Lebedev, K. Lou, M. K. Moe, M. A. Nelson, A. Piepke, A. Pronsky, M. A. Vient, and P. Vogel (1996), “Double beta decay of 48 Ca,” Phys. Rev. Lett. 77, 5186-5189, arXiv:nucl-ex/9608001."
A128,AGOSTINI,Bandac,2017,,,Ultra-low background and environmental measurements at Laboratorio Subterráneo de Canfranc (LSC),"Bandac, I, S. Borjabad, A. Ianni, R. Nuñez Lagos, C. Pérez, S. Rodrı́guez, and J. A. Villar (2017), “Ultra-low background and environmental measurements at Laboratorio Subterráneo de Canfranc (LSC),” Appl. Radiat. Isot. 126, 127-129."
A129,AGOSTINI,Bandac,2020,1906.10233,,The 0ν2β-decay CROSS experiment: preliminary results and prospects,"Bandac, I C, et al. (CROSS) (2020), “The 0ν2β-decay CROSS experiment: preliminary results and prospects,” JHEP 01, 018, [JHEP20,018(2020)], arXiv:1906.10233 [nucl-ex]."
A130,AGOSTINI,Barabash,2020,,,Precise Half-Life Values for Two- Neutrino Double-β Decay: 2020 Review,"Barabash, A (2020), “Precise Half-Life Values for Two- Neutrino Double-β Decay: 2020 Review,” Universe 6, 159, 2009.14451."
A131,AGOSTINI,Barabash,2011,1104.2714,,Double Beta Decay: Historical Review of 75 Years of Research,"Barabash, A S (2011), “Double Beta Decay: Historical Review of 75 Years of Research,” Phys. Atom. Nucl. 74, 603- 613, arXiv:1104.2714 [nucl-ex]."
A132,AGOSTINI,Barabash,1995,,,Two neutrino double beta decay of Mo-100 to the first excited 0+ state in Ru-100,"Barabash, A S, et al. (1995), “Two neutrino double beta decay of Mo-100 to the first excited 0+ state in Ru-100,” Phys. Lett. B 345, 408-413."
A133,AGOSTINI,Barabash,2014,1405.6937,,Enriched Zn100 MoO4 scintillating bolometers to search for 0ν2β decay of 100 Mo with the LUMINEU experiment,"Barabash, A S, et al. (2014), “Enriched Zn100 MoO4 scintillating bolometers to search for 0ν2β decay of 100 Mo with the LUMINEU experiment,” Eur. Phys. J. C74 (10), 3133, arXiv:1405.6937 [physics.ins-det]."
A134,AGOSTINI,Barabash,2011,1108.2771,,Low background detector with enriched 116 CdW O4 crystal scintillators to search for double β decay of 116 Cd,"Barabash, AS, et al. (2011), “Low background detector with enriched 116 CdW O4 crystal scintillators to search for double β decay of 116 Cd,” JINST 6, P08011, arXiv:1108.2771 [physics.ins-det]."
A135,AGOSTINI,Barabash,2018,1811.06398,,Final results of the Aurora experiment to study 2β decay of 116 Cd with enriched CdWO4 crystal scintillators,"Barabash, AS, et al. (2018), “Final results of the Aurora experiment to study 2β decay of 116 Cd with enriched CdWO4 crystal scintillators,” Phys. Rev. D 98 (9), 092007, arXiv:1811.06398 [nucl-ex]."
A136,AGOSTINI,Barbieri,1988,,,Upper Bounds on Supersymmetric Particle Masses,"Barbieri, R, and G.F. Giudice (1988), “Upper Bounds on Supersymmetric Particle Masses,” Nucl. Phys. B 306, 63- 76."
A137,AGOSTINI,Bardeen,1969,,,Anomalous ward identities in spinor field theories,"Bardeen, W A (1969), “Anomalous ward identities in spinor field theories,” Phys.Rev. 184, 1848-1857."
A138,AGOSTINI,Bardin,1967,,,Double beta decay in 48 Ca and the conservation of leptons,"Bardin, R K, P. J. Gollon, J. D. Ullman, and C. S. Wu (1967), “Double beta decay in 48 Ca and the conservation of leptons,” Phys. Lett. B 26, 112-116."
A139,AGOSTINI,Bardin,1970,,,A search for the double beta decay of 48 Ca and lepton conservation,"Bardin, R K, P. J. Gollon, J. D. Ullman, and C. S. Wu (1970), “A search for the double beta decay of 48 Ca and lepton conservation,” Nucl. Phys. A 158, 337-363."
A140,AGOSTINI,Barea,2009,,,Neutrinoless double-beta decay in the microscopic interacting boson model,"Barea, J, and F. Iachello (2009), “Neutrinoless double-beta decay in the microscopic interacting boson model,” Phys. Rev. C 79, 044301."
A141,AGOSTINI,Barea,2015,,,0νββ and 2νββ nuclear matrix elements in the interacting boson model with isospin restoration,"Barea, J, J. Kotila, and F. Iachello (2015a), “0νββ and 2νββ nuclear matrix elements in the interacting boson model with isospin restoration,” Phys. Rev. C 91, 034304."
A142,AGOSTINI,Barea,2015,,,Limits on sterile neutrino contributions to neutrinoless double beta decay,"Barea, J, J. Kotila, and F. Iachello (2015b), “Limits on sterile neutrino contributions to neutrinoless double beta decay,” Phys. Rev. D 92, 093001."
A143,AGOSTINI,Baroni,2016,,,Nuclear Axial Currents in Chiral Effective Field Theory,"Baroni, A, L. Girlanda, S. Pastore, R. Schiavilla, and M. Viviani (2016), “Nuclear Axial Currents in Chiral Effective Field Theory,” Phys. Rev. C 93 (1), 015501, [Erratum: Phys. Rev.C95,no.5,059901(2017)]."
A144,AGOSTINI,Barrett,2013,,,Ab initio no core shell model,"Barrett, B R, P. Navrátil, and J. P. Vary (2013), “Ab initio no core shell model,” Prog. Part. Nucl. Phys. 69, 131-181."
A145,AGOSTINI,de Barros,2011,1103.5757,,Solar neutrino-electron scattering as background limitation for double beta decay,"de Barros, N F, and K. Zuber (2011), “Solar neutrino-electron scattering as background limitation for double beta decay,” J. Phys. G 38, 105201, arXiv:1103.5757 [hep-ph]."
A146,AGOSTINI,Basak,2021,,,Shape coexistence scenario in Sm150 from a γ-γ fast-timing measurement,"Basak, S, S. S. Alam, D. Kumar, A. Saha, and T. Bhattacharjee (2021), “Shape coexistence scenario in Sm150 from a γ-γ fast-timing measurement,” Phys. Rev. C 104, 024320."
A147,AGOSTINI,Basili,2019,1909.06501,,Benchmark neutrinoless double-beta decay matrix elements in a light nucleus,"Basili, R A M, J. M. Yao, J. Engel, H. Hergert, M. Lockner, P. Maris, and J. P. Vary (2019), “Benchmark neutrinoless double-beta decay matrix elements in a light nucleus,” arXiv:1909.06501."
A148,AGOSTINI,Baudis,2015,1508.05731,,Production and characterization of 228 Th calibration sources with low neutron emission for GERDA,"Baudis, L, G. Benato, P. Carconi, C. M. Cattadori, P. De Felice, K. Eberhardt, R. Eichler, A. Petrucci, M. Tarka, and M. Walter (2015), “Production and characterization of 228 Th calibration sources with low neutron emission for GERDA,” JINST 10 (12), P12005, arXiv:1508.05731 [physics.ins-det]."
A149,AGOSTINI,Baudis,2011,1103.2125,,Gator: a low-background counting facility at the Gran Sasso Underground Laboratory,"Baudis, L, et al. (2011), “Gator: a low-background counting facility at the Gran Sasso Underground Laboratory,” JINST 6, P08010, arXiv:1103.2125 [astro-ph.IM]."
A150,AGOSTINI,Behrens,1971,,,Nuclear beta decay,"Behrens, H, and W. Bühring (1971), “Nuclear beta decay,” Nucl. Phys. A162, 111-144."
A151,AGOSTINI,Beller,2013,,,Constraint on 0νββ Matrix Elements from a Novel Decay Channel of the Scissors Mode: The Case of 154 Gd,"Beller, J, et al. (2013), “Constraint on 0νββ Matrix Elements from a Novel Decay Channel of the Scissors Mode: The Case of 154 Gd,” Phys. Rev. Lett. 111, 172501."
A152,AGOSTINI,Belley,2021,2008.06588,,"AbInitio Neutrinoless Double-Beta Decay Matrix Elements for 48 Ca , 76 Ge , and 82 Se","Belley, A, C. G. Payne, S. R. Stroberg, T. Miyagi, and J. D. Holt (2021), “AbInitio Neutrinoless Double-Beta Decay Matrix Elements for 48 Ca , 76 Ge , and 82 Se,” Phys. Rev. Lett. 126, 042502, arXiv:2008.06588."
A153,AGOSTINI,Belli,2020,,,Double Beta Decay to Excited States of Daughter Nuclei,"Belli, P, R. Bernabei, F. Cappella, V. Caracciolo, R. Cerulli, A. Incicchitti, and V. Merlo (2020), “Double Beta Decay to Excited States of Daughter Nuclei,” Universe 6 (12), 239."
A154,AGOSTINI,Bellone,2019,1912.03043,,Sequential Heavy Ion Double Charge Exchange Reactions and the Link to Double β-decay,"Bellone, J I, S. Burrello, M. Colonna, J.-A. Lay, and H. Lenske (2019), “Sequential Heavy Ion Double Charge Exchange Reactions and the Link to Double β-decay,” arXiv:1912.03043."
A155,AGOSTINI,Benato,2015,1510.01089,,Effective majorana mass and neutrinoless double beta decay,"Benato, G (2015), “Effective majorana mass and neutrinoless double beta decay,” Eur.Phys.J.C 75 (11), 563, arXiv:1510.01089 [hep-ph]."
A156,AGOSTINI,Benato,2018,1711.07936,,Radon mitigation during the installation of the CUORE 0νββ decay detector,"Benato, G, et al. (2018), “Radon mitigation during the installation of the CUORE 0νββ decay detector,” JINST 13 (01), P01010, arXiv:1711.07936 [physics.ins-det]."
A157,AGOSTINI,Bender,2003,,,Selfconsistent mean-field models for nuclear structure,"Bender, M, P.-H. Heenen, and P.-G. Reinhard (2003), “Selfconsistent mean-field models for nuclear structure,” Rev. Mod. Phys. 75, 121-180."
A158,AGOSTINI,Benhar,2014,1401.2030,,Short-range correlation effects on the nuclear matrix element of neutrinoless double-β decay,"Benhar, Omar, Riccardo Biondi, and Enrico Speranza (2014), “Short-range correlation effects on the nuclear matrix element of neutrinoless double-β decay,” Phys. Rev. C 90 (6), 065504, arXiv:1401.2030 [nucl-th]."
A159,AGOSTINI,Bergstrom,2016,1601.00972,,Updated determination of the solar neutrino fluxes from solar neutrino data,"Bergstrom, J, M. C. Gonzalez-Garcia, M. Maltoni, C. Pena- Garay, A. M. Serenelli, and N. Song (2016), “Updated determination of the solar neutrino fluxes from solar neutrino data,” JHEP 03, 132, arXiv:1601.00972 [hep-ph]."
A160,AGOSTINI,Bernard,1997,,,Aspects of chiral pion - nucleon physics,"Bernard, V, N. Kaiser, and U.-G. Meissner (1997), “Aspects of chiral pion - nucleon physics,” Nucl. Phys. A 615, 483- 500."
A161,AGOSTINI,Bertolini,2012,1202.0807,,Seesaw Scale in the Minimal Renormalizable SO(10) Grand Unification,"Bertolini, S, L. Di Luzio, and M. Malinsky (2012), “Seesaw Scale in the Minimal Renormalizable SO(10) Grand Unification,” Phys. Rev. D 85, 095014, arXiv:1202.0807 [hep-ph]."
